exposed_iso3,source_iso3,year,channel,w,covered_share
ARG,AUS,2019,energy,0.007129,0.498
ARG,BEL,2019,energy,0.003301,0.498
ARG,BRA,2019,energy,0.010531,0.498
ARG,CAN,2019,energy,0.00125,0.498
ARG,CHE,2019,energy,6e-05,0.498
ARG,CHL,2019,energy,0.001231,0.498
ARG,CHN,2019,energy,0.003233,0.498
ARG,COL,2019,energy,0.002149,0.498
ARG,DEU,2019,energy,0.003937,0.498
ARG,DNK,2019,energy,1.1e-05,0.498
ARG,EGY,2019,energy,1.1e-05,0.498
ARG,ESP,2019,energy,0.015249,0.498
ARG,FIN,2019,energy,0.001736,0.498
ARG,FRA,2019,energy,0.005168,0.498
ARG,GBR,2019,energy,0.014382,0.498
ARG,HKG,2019,energy,0.0,0.498
ARG,HUN,2019,energy,1.4e-05,0.498
ARG,IDN,2019,energy,0.0,0.498
ARG,IND,2019,energy,0.026195,0.498
ARG,ISR,2019,energy,3.3e-05,0.498
ARG,ITA,2019,energy,0.001202,0.498
ARG,JPN,2019,energy,0.000238,0.498
ARG,KOR,2019,energy,0.001831,0.498
ARG,MEX,2019,energy,9.6e-05,0.498
ARG,MYS,2019,energy,0.012394,0.498
ARG,NLD,2019,energy,0.055532,0.498
ARG,NOR,2019,energy,0.0,0.498
ARG,PER,2019,energy,0.0,0.498
ARG,POL,2019,energy,0.000913,0.498
ARG,PRT,2019,energy,5e-06,0.498
ARG,RUS,2019,energy,0.006418,0.498
ARG,SAU,2019,energy,0.010469,0.498
ARG,SWE,2019,energy,0.001944,0.498
ARG,THA,2019,energy,3.4e-05,0.498
ARG,TUR,2019,energy,4.2e-05,0.498
ARG,USA,2019,energy,0.310483,0.498
ARG,ZAF,2019,energy,0.000643,0.498
ARG,TWN,2019,energy,0.000172,0.498
ARG,AUS,2019,crm,0.109015,0.9746
ARG,BEL,2019,crm,0.001081,0.9746
ARG,BRA,2019,crm,0.561125,0.9746
ARG,CAN,2019,crm,0.006667,0.9746
ARG,CHE,2019,crm,0.000376,0.9746
ARG,CHL,2019,crm,0.041085,0.9746
ARG,CHN,2019,crm,0.06365,0.9746
ARG,COL,2019,crm,1e-06,0.9746
ARG,DEU,2019,crm,0.015067,0.9746
ARG,DNK,2019,crm,0.000324,0.9746
ARG,EGY,2019,crm,1e-06,0.9746
ARG,ESP,2019,crm,0.010648,0.9746
ARG,FIN,2019,crm,0.000905,0.9746
ARG,FRA,2019,crm,0.001603,0.9746
ARG,GBR,2019,crm,0.075912,0.9746
ARG,HKG,2019,crm,0.000148,0.9746
ARG,HUN,2019,crm,0.000119,0.9746
ARG,IDN,2019,crm,0.000138,0.9746
ARG,IND,2019,crm,0.003504,0.9746
ARG,ISR,2019,crm,0.000203,0.9746
ARG,ITA,2019,crm,0.006115,0.9746
ARG,JPN,2019,crm,0.000957,0.9746
ARG,KOR,2019,crm,0.0012,0.9746
ARG,MEX,2019,crm,0.008183,0.9746
ARG,MYS,2019,crm,0.001474,0.9746
ARG,NLD,2019,crm,0.002991,0.9746
ARG,NOR,2019,crm,0.001233,0.9746
ARG,PER,2019,crm,0.020521,0.9746
ARG,PHL,2019,crm,2e-06,0.9746
ARG,POL,2019,crm,0.000519,0.9746
ARG,PRT,2019,crm,0.000275,0.9746
ARG,RUS,2019,crm,0.00635,0.9746
ARG,SWE,2019,crm,0.001073,0.9746
ARG,THA,2019,crm,0.001526,0.9746
ARG,TUR,2019,crm,0.001048,0.9746
ARG,UKR,2019,crm,4e-06,0.9746
ARG,USA,2019,crm,0.02319,0.9746
ARG,VNM,2019,crm,0.00154,0.9746
ARG,ZAF,2019,crm,0.004609,0.9746
ARG,TWN,2019,crm,0.000268,0.9746
ARG,AUS,2021,energy,0.036888,0.5948
ARG,BEL,2021,energy,0.001349,0.5948
ARG,BRA,2021,energy,0.007957,0.5948
ARG,CAN,2021,energy,0.005207,0.5948
ARG,CHE,2021,energy,5.6e-05,0.5948
ARG,CHL,2021,energy,0.00033,0.5948
ARG,CHN,2021,energy,0.002858,0.5948
ARG,COL,2021,energy,0.021736,0.5948
ARG,DEU,2021,energy,0.008055,0.5948
ARG,DNK,2021,energy,7e-06,0.5948
ARG,EGY,2021,energy,0.0001,0.5948
ARG,ESP,2021,energy,0.031132,0.5948
ARG,FIN,2021,energy,0.005543,0.5948
ARG,FRA,2021,energy,0.005864,0.5948
ARG,GBR,2021,energy,0.000125,0.5948
ARG,HKG,2021,energy,0.0,0.5948
ARG,HUN,2021,energy,1.9e-05,0.5948
ARG,IDN,2021,energy,1.6e-05,0.5948
ARG,IND,2021,energy,0.051564,0.5948
ARG,ISR,2021,energy,4.2e-05,0.5948
ARG,ITA,2021,energy,0.005798,0.5948
ARG,JPN,2021,energy,0.002995,0.5948
ARG,KOR,2021,energy,0.013838,0.5948
ARG,MEX,2021,energy,6.7e-05,0.5948
ARG,MYS,2021,energy,0.027657,0.5948
ARG,NLD,2021,energy,0.074172,0.5948
ARG,NOR,2021,energy,0.0,0.5948
ARG,PHL,2021,energy,0.0,0.5948
ARG,POL,2021,energy,0.000439,0.5948
ARG,PRT,2021,energy,0.007124,0.5948
ARG,RUS,2021,energy,0.010252,0.5948
ARG,SAU,2021,energy,0.036903,0.5948
ARG,SWE,2021,energy,0.004622,0.5948
ARG,THA,2021,energy,1.9e-05,0.5948
ARG,TUR,2021,energy,0.000109,0.5948
ARG,USA,2021,energy,0.230716,0.5948
ARG,ZAF,2021,energy,0.001157,0.5948
ARG,TWN,2021,energy,7.6e-05,0.5948
ARG,AUS,2021,crm,0.053255,0.9835
ARG,BEL,2021,crm,0.00405,0.9835
ARG,BRA,2021,crm,0.603033,0.9835
ARG,CAN,2021,crm,0.053235,0.9835
ARG,CHE,2021,crm,0.000153,0.9835
ARG,CHL,2021,crm,0.061453,0.9835
ARG,CHN,2021,crm,0.046548,0.9835
ARG,COL,2021,crm,4e-06,0.9835
ARG,DEU,2021,crm,0.009963,0.9835
ARG,DNK,2021,crm,0.000276,0.9835
ARG,EGY,2021,crm,5e-06,0.9835
ARG,ESP,2021,crm,0.007715,0.9835
ARG,FIN,2021,crm,0.001735,0.9835
ARG,FRA,2021,crm,0.000844,0.9835
ARG,GBR,2021,crm,0.049088,0.9835
ARG,HKG,2021,crm,0.000375,0.9835
ARG,HUN,2021,crm,9e-05,0.9835
ARG,IDN,2021,crm,0.000275,0.9835
ARG,IND,2021,crm,0.001199,0.9835
ARG,ISR,2021,crm,0.000191,0.9835
ARG,ITA,2021,crm,0.007123,0.9835
ARG,JPN,2021,crm,0.000884,0.9835
ARG,KOR,2021,crm,0.000745,0.9835
ARG,MEX,2021,crm,0.010896,0.9835
ARG,MYS,2021,crm,0.000854,0.9835
ARG,NLD,2021,crm,0.001951,0.9835
ARG,NOR,2021,crm,0.001262,0.9835
ARG,PER,2021,crm,0.02863,0.9835
ARG,POL,2021,crm,0.000374,0.9835
ARG,PRT,2021,crm,5.1e-05,0.9835
ARG,RUS,2021,crm,0.008931,0.9835
ARG,SWE,2021,crm,0.00096,0.9835
ARG,THA,2021,crm,0.00246,0.9835
ARG,TUN,2021,crm,0.0,0.9835
ARG,TUR,2021,crm,0.001439,0.9835
ARG,UKR,2021,crm,0.000264,0.9835
ARG,USA,2021,crm,0.012148,0.9835
ARG,VEN,2021,crm,0.000788,0.9835
ARG,VNM,2021,crm,0.00215,0.9835
ARG,ZAF,2021,crm,0.008046,0.9835
ARG,TWN,2021,crm,0.0001,0.9835
ARG,AUS,2023,energy,0.013975,0.7472
ARG,BEL,2023,energy,0.008809,0.7472
ARG,BRA,2023,energy,0.076422,0.7472
ARG,CAN,2023,energy,0.000382,0.7472
ARG,CHE,2023,energy,7.9e-05,0.7472
ARG,CHL,2023,energy,0.001618,0.7472
ARG,CHN,2023,energy,0.002039,0.7472
ARG,COL,2023,energy,0.019207,0.7472
ARG,DEU,2023,energy,0.00551,0.7472
ARG,DNK,2023,energy,2.2e-05,0.7472
ARG,EGY,2023,energy,0.005254,0.7472
ARG,ESP,2023,energy,0.015983,0.7472
ARG,FIN,2023,energy,0.005713,0.7472
ARG,FRA,2023,energy,0.005407,0.7472
ARG,GBR,2023,energy,0.007668,0.7472
ARG,HUN,2023,energy,0.0,0.7472
ARG,IDN,2023,energy,7.1e-05,0.7472
ARG,IND,2023,energy,0.028996,0.7472
ARG,ISR,2023,energy,2e-05,0.7472
ARG,ITA,2023,energy,0.029758,0.7472
ARG,JPN,2023,energy,0.000328,0.7472
ARG,KOR,2023,energy,0.007262,0.7472
ARG,MEX,2023,energy,9.5e-05,0.7472
ARG,MYS,2023,energy,0.011115,0.7472
ARG,NLD,2023,energy,0.049773,0.7472
ARG,NOR,2023,energy,2e-06,0.7472
ARG,POL,2023,energy,5.5e-05,0.7472
ARG,PRT,2023,energy,8e-06,0.7472
ARG,RUS,2023,energy,0.00079,0.7472
ARG,SAU,2023,energy,0.03014,0.7472
ARG,SWE,2023,energy,0.004677,0.7472
ARG,THA,2023,energy,1.1e-05,0.7472
ARG,TUR,2023,energy,0.005252,0.7472
ARG,USA,2023,energy,0.405348,0.7472
ARG,ZAF,2023,energy,0.000137,0.7472
ARG,TWN,2023,energy,0.005257,0.7472
ARG,AUS,2023,crm,0.097769,0.9619
ARG,BEL,2023,crm,0.006422,0.9619
ARG,BRA,2023,crm,0.557897,0.9619
ARG,CAN,2023,crm,0.026127,0.9619
ARG,CHE,2023,crm,0.000246,0.9619
ARG,CHL,2023,crm,0.066506,0.9619
ARG,CHN,2023,crm,0.063993,0.9619
ARG,COL,2023,crm,2.8e-05,0.9619
ARG,DEU,2023,crm,0.011688,0.9619
ARG,DNK,2023,crm,0.0005,0.9619
ARG,ESP,2023,crm,0.011383,0.9619
ARG,FIN,2023,crm,0.000432,0.9619
ARG,FRA,2023,crm,0.001076,0.9619
ARG,GBR,2023,crm,0.028656,0.9619
ARG,HKG,2023,crm,0.001039,0.9619
ARG,HUN,2023,crm,0.000296,0.9619
ARG,IDN,2023,crm,0.000391,0.9619
ARG,IND,2023,crm,0.001795,0.9619
ARG,ISR,2023,crm,0.000278,0.9619
ARG,ITA,2023,crm,0.007654,0.9619
ARG,JPN,2023,crm,0.001862,0.9619
ARG,KOR,2023,crm,0.001,0.9619
ARG,MEX,2023,crm,0.002996,0.9619
ARG,MYS,2023,crm,0.000863,0.9619
ARG,NLD,2023,crm,0.001853,0.9619
ARG,NOR,2023,crm,0.000723,0.9619
ARG,PER,2023,crm,0.039751,0.9619
ARG,POL,2023,crm,0.000355,0.9619
ARG,PRT,2023,crm,0.000119,0.9619
ARG,RUS,2023,crm,0.000765,0.9619
ARG,SAU,2023,crm,0.002984,0.9619
ARG,SWE,2023,crm,0.001139,0.9619
ARG,THA,2023,crm,0.003235,0.9619
ARG,TUN,2023,crm,0.0,0.9619
ARG,TUR,2023,crm,0.001811,0.9619
ARG,UKR,2023,crm,0.000214,0.9619
ARG,USA,2023,crm,0.009813,0.9619
ARG,VEN,2023,crm,0.000182,0.9619
ARG,VNM,2023,crm,0.002901,0.9619
ARG,ZAF,2023,crm,0.005063,0.9619
ARG,TWN,2023,crm,0.000122,0.9619
AUS,ARG,2019,energy,0.000732,0.633
AUS,BEL,2019,energy,0.000739,0.633
AUS,BRA,2019,energy,1.5e-05,0.633
AUS,CAN,2019,energy,0.000193,0.633
AUS,CHE,2019,energy,0.000183,0.633
AUS,CHL,2019,energy,0.0,0.633
AUS,CHN,2019,energy,0.094929,0.633
AUS,COL,2019,energy,0.000396,0.633
AUS,DEU,2019,energy,0.001078,0.633
AUS,DNK,2019,energy,1.1e-05,0.633
AUS,EGY,2019,energy,0.0,0.633
AUS,ESP,2019,energy,0.000224,0.633
AUS,FIN,2019,energy,2.2e-05,0.633
AUS,FRA,2019,energy,0.000348,0.633
AUS,GBR,2019,energy,0.001522,0.633
AUS,HKG,2019,energy,0.000441,0.633
AUS,HUN,2019,energy,0.0,0.633
AUS,IDN,2019,energy,0.035498,0.633
AUS,IND,2019,energy,0.00953,0.633
AUS,ISR,2019,energy,2.2e-05,0.633
AUS,ITA,2019,energy,0.000191,0.633
AUS,JPN,2019,energy,0.112772,0.633
AUS,KOR,2019,energy,0.1303,0.633
AUS,MEX,2019,energy,1e-06,0.633
AUS,MYS,2019,energy,0.128136,0.633
AUS,NLD,2019,energy,0.015593,0.633
AUS,NOR,2019,energy,3e-05,0.633
AUS,PHL,2019,energy,0.0,0.633
AUS,POL,2019,energy,4e-05,0.633
AUS,PRT,2019,energy,8e-06,0.633
AUS,RUS,2019,energy,0.005212,0.633
AUS,SAU,2019,energy,0.000539,0.633
AUS,SWE,2019,energy,0.000188,0.633
AUS,THA,2019,energy,0.005122,0.633
AUS,TUR,2019,energy,3e-06,0.633
AUS,UKR,2019,energy,0.0,0.633
AUS,USA,2019,energy,0.057234,0.633
AUS,VNM,2019,energy,0.005238,0.633
AUS,ZAF,2019,energy,0.000165,0.633
AUS,TWN,2019,energy,0.026297,0.633
AUS,ARG,2019,crm,2.4e-05,0.8341
AUS,BEL,2019,crm,0.002589,0.8341
AUS,BRA,2019,crm,0.0008,0.8341
AUS,CAN,2019,crm,0.035051,0.8341
AUS,CHE,2019,crm,0.00512,0.8341
AUS,CHL,2019,crm,0.058144,0.8341
AUS,CHN,2019,crm,0.233877,0.8341
AUS,COL,2019,crm,0.0,0.8341
AUS,DEU,2019,crm,0.022987,0.8341
AUS,DNK,2019,crm,0.000231,0.8341
AUS,EGY,2019,crm,4.1e-05,0.8341
AUS,ESP,2019,crm,0.010674,0.8341
AUS,FIN,2019,crm,0.000846,0.8341
AUS,FRA,2019,crm,0.005087,0.8341
AUS,GBR,2019,crm,0.024711,0.8341
AUS,HKG,2019,crm,0.009411,0.8341
AUS,HUN,2019,crm,1.3e-05,0.8341
AUS,IDN,2019,crm,0.014419,0.8341
AUS,IND,2019,crm,0.010324,0.8341
AUS,ISR,2019,crm,0.000485,0.8341
AUS,ITA,2019,crm,0.011669,0.8341
AUS,JPN,2019,crm,0.024615,0.8341
AUS,KOR,2019,crm,0.09117,0.8341
AUS,MEX,2019,crm,0.010987,0.8341
AUS,MYS,2019,crm,0.064175,0.8341
AUS,NLD,2019,crm,0.005439,0.8341
AUS,NOR,2019,crm,0.001579,0.8341
AUS,PER,2019,crm,0.007533,0.8341
AUS,PHL,2019,crm,0.000131,0.8341
AUS,POL,2019,crm,0.016175,0.8341
AUS,PRT,2019,crm,5e-06,0.8341
AUS,RUS,2019,crm,0.003878,0.8341
AUS,SAU,2019,crm,0.007602,0.8341
AUS,SWE,2019,crm,0.000208,0.8341
AUS,THA,2019,crm,0.022772,0.8341
AUS,TUN,2019,crm,1.8e-05,0.8341
AUS,TUR,2019,crm,0.005445,0.8341
AUS,UKR,2019,crm,0.000317,0.8341
AUS,USA,2019,crm,0.081691,0.8341
AUS,VNM,2019,crm,0.013164,0.8341
AUS,ZAF,2019,crm,0.025969,0.8341
AUS,TWN,2019,crm,0.004706,0.8341
AUS,BEL,2021,energy,0.000921,0.6203
AUS,BRA,2021,energy,1.1e-05,0.6203
AUS,CAN,2021,energy,0.000221,0.6203
AUS,CHE,2021,energy,0.000162,0.6203
AUS,CHL,2021,energy,4e-06,0.6203
AUS,CHN,2021,energy,0.05612,0.6203
AUS,COL,2021,energy,0.00061,0.6203
AUS,DEU,2021,energy,0.001375,0.6203
AUS,DNK,2021,energy,7e-06,0.6203
AUS,ESP,2021,energy,0.00024,0.6203
AUS,FIN,2021,energy,7e-06,0.6203
AUS,FRA,2021,energy,0.00033,0.6203
AUS,GBR,2021,energy,0.000519,0.6203
AUS,HKG,2021,energy,0.000588,0.6203
AUS,HUN,2021,energy,1e-06,0.6203
AUS,IDN,2021,energy,0.012857,0.6203
AUS,IND,2021,energy,0.086168,0.6203
AUS,ISR,2021,energy,1.8e-05,0.6203
AUS,ITA,2021,energy,0.000174,0.6203
AUS,JPN,2021,energy,0.037501,0.6203
AUS,KOR,2021,energy,0.130106,0.6203
AUS,MEX,2021,energy,1.5e-05,0.6203
AUS,MYS,2021,energy,0.199751,0.6203
AUS,NLD,2021,energy,0.00474,0.6203
AUS,NOR,2021,energy,3e-06,0.6203
AUS,PHL,2021,energy,6e-06,0.6203
AUS,POL,2021,energy,0.000115,0.6203
AUS,PRT,2021,energy,1.7e-05,0.6203
AUS,RUS,2021,energy,0.002344,0.6203
AUS,SAU,2021,energy,1e-06,0.6203
AUS,SWE,2021,energy,9.7e-05,0.6203
AUS,THA,2021,energy,0.005406,0.6203
AUS,TUR,2021,energy,1.1e-05,0.6203
AUS,UKR,2021,energy,1e-06,0.6203
AUS,USA,2021,energy,0.03153,0.6203
AUS,VNM,2021,energy,0.01135,0.6203
AUS,ZAF,2021,energy,0.000352,0.6203
AUS,TWN,2021,energy,0.03665,0.6203
AUS,ARG,2021,crm,1.9e-05,0.8335
AUS,BEL,2021,crm,0.005859,0.8335
AUS,BRA,2021,crm,0.000708,0.8335
AUS,CAN,2021,crm,0.047777,0.8335
AUS,CHE,2021,crm,0.006784,0.8335
AUS,CHL,2021,crm,0.050465,0.8335
AUS,CHN,2021,crm,0.216487,0.8335
AUS,DEU,2021,crm,0.014448,0.8335
AUS,DNK,2021,crm,0.000128,0.8335
AUS,EGY,2021,crm,0.000579,0.8335
AUS,ESP,2021,crm,0.008226,0.8335
AUS,FIN,2021,crm,0.000893,0.8335
AUS,FRA,2021,crm,0.00155,0.8335
AUS,GBR,2021,crm,0.041896,0.8335
AUS,HKG,2021,crm,0.019505,0.8335
AUS,HUN,2021,crm,4e-06,0.8335
AUS,IDN,2021,crm,0.017578,0.8335
AUS,IND,2021,crm,0.012066,0.8335
AUS,ISR,2021,crm,0.000349,0.8335
AUS,ITA,2021,crm,0.007077,0.8335
AUS,JPN,2021,crm,0.008255,0.8335
AUS,KOR,2021,crm,0.067807,0.8335
AUS,MEX,2021,crm,0.047672,0.8335
AUS,MYS,2021,crm,0.040705,0.8335
AUS,NLD,2021,crm,0.002543,0.8335
AUS,NOR,2021,crm,0.000104,0.8335
AUS,PER,2021,crm,0.01124,0.8335
AUS,PHL,2021,crm,0.014196,0.8335
AUS,POL,2021,crm,0.055954,0.8335
AUS,PRT,2021,crm,2.5e-05,0.8335
AUS,RUS,2021,crm,0.001532,0.8335
AUS,SAU,2021,crm,0.003111,0.8335
AUS,SWE,2021,crm,0.000198,0.8335
AUS,THA,2021,crm,0.025147,0.8335
AUS,TUN,2021,crm,1.2e-05,0.8335
AUS,TUR,2021,crm,0.001843,0.8335
AUS,USA,2021,crm,0.054874,0.8335
AUS,VNM,2021,crm,0.012143,0.8335
AUS,ZAF,2021,crm,0.030049,0.8335
AUS,TWN,2021,crm,0.003679,0.8335
AUS,ARG,2023,energy,0.0,0.7207
AUS,BEL,2023,energy,0.000285,0.7207
AUS,BRA,2023,energy,0.000601,0.7207
AUS,CAN,2023,energy,0.000148,0.7207
AUS,CHE,2023,energy,0.000113,0.7207
AUS,CHL,2023,energy,2e-06,0.7207
AUS,CHN,2023,energy,0.052343,0.7207
AUS,COL,2023,energy,0.000163,0.7207
AUS,DEU,2023,energy,0.000917,0.7207
AUS,DNK,2023,energy,8e-06,0.7207
AUS,EGY,2023,energy,0.0,0.7207
AUS,ESP,2023,energy,0.000381,0.7207
AUS,FIN,2023,energy,1.2e-05,0.7207
AUS,FRA,2023,energy,0.00021,0.7207
AUS,GBR,2023,energy,0.000592,0.7207
AUS,HKG,2023,energy,0.000318,0.7207
AUS,HUN,2023,energy,0.0,0.7207
AUS,IDN,2023,energy,0.010608,0.7207
AUS,IND,2023,energy,0.037301,0.7207
AUS,ISR,2023,energy,1.1e-05,0.7207
AUS,ITA,2023,energy,0.000156,0.7207
AUS,JPN,2023,energy,0.04183,0.7207
AUS,KOR,2023,energy,0.261976,0.7207
AUS,MEX,2023,energy,1.2e-05,0.7207
AUS,MYS,2023,energy,0.189248,0.7207
AUS,NLD,2023,energy,0.000392,0.7207
AUS,NOR,2023,energy,7e-06,0.7207
AUS,PER,2023,energy,0.0,0.7207
AUS,PHL,2023,energy,1e-06,0.7207
AUS,POL,2023,energy,5.4e-05,0.7207
AUS,PRT,2023,energy,1e-06,0.7207
AUS,SAU,2023,energy,0.002907,0.7207
AUS,SWE,2023,energy,6.2e-05,0.7207
AUS,THA,2023,energy,0.005383,0.7207
AUS,TUN,2023,energy,0.0,0.7207
AUS,TUR,2023,energy,5e-06,0.7207
AUS,UKR,2023,energy,1e-06,0.7207
AUS,USA,2023,energy,0.033926,0.7207
AUS,VNM,2023,energy,0.016812,0.7207
AUS,ZAF,2023,energy,0.000133,0.7207
AUS,TWN,2023,energy,0.063787,0.7207
AUS,ARG,2023,crm,7.9e-05,0.7992
AUS,BEL,2023,crm,0.003811,0.7992
AUS,BRA,2023,crm,0.001887,0.7992
AUS,CAN,2023,crm,0.049208,0.7992
AUS,CHE,2023,crm,0.006523,0.7992
AUS,CHL,2023,crm,0.005865,0.7992
AUS,CHN,2023,crm,0.243201,0.7992
AUS,DEU,2023,crm,0.017306,0.7992
AUS,DNK,2023,crm,0.000434,0.7992
AUS,EGY,2023,crm,1.7e-05,0.7992
AUS,ESP,2023,crm,0.00727,0.7992
AUS,FIN,2023,crm,0.005368,0.7992
AUS,FRA,2023,crm,0.002094,0.7992
AUS,GBR,2023,crm,0.014035,0.7992
AUS,HKG,2023,crm,0.046287,0.7992
AUS,HUN,2023,crm,2e-06,0.7992
AUS,IDN,2023,crm,0.02784,0.7992
AUS,IND,2023,crm,0.011939,0.7992
AUS,ISR,2023,crm,0.000499,0.7992
AUS,ITA,2023,crm,0.006641,0.7992
AUS,JPN,2023,crm,0.011136,0.7992
AUS,KOR,2023,crm,0.094459,0.7992
AUS,MEX,2023,crm,0.025917,0.7992
AUS,MYS,2023,crm,0.050384,0.7992
AUS,NLD,2023,crm,0.003113,0.7992
AUS,NOR,2023,crm,0.000186,0.7992
AUS,PER,2023,crm,0.001527,0.7992
AUS,PHL,2023,crm,0.012576,0.7992
AUS,POL,2023,crm,0.030507,0.7992
AUS,PRT,2023,crm,5.7e-05,0.7992
AUS,RUS,2023,crm,1.3e-05,0.7992
AUS,SAU,2023,crm,7.5e-05,0.7992
AUS,SWE,2023,crm,0.004103,0.7992
AUS,THA,2023,crm,0.025143,0.7992
AUS,TUR,2023,crm,0.000954,0.7992
AUS,USA,2023,crm,0.049343,0.7992
AUS,VNM,2023,crm,0.00929,0.7992
AUS,ZAF,2023,crm,0.015046,0.7992
AUS,TWN,2023,crm,0.015096,0.7992
BEL,ARG,2019,energy,0.000125,0.9718
BEL,AUS,2019,energy,0.006142,0.9718
BEL,BRA,2019,energy,0.000452,0.9718
BEL,CAN,2019,energy,0.000259,0.9718
BEL,CHE,2019,energy,1.8e-05,0.9718
BEL,CHL,2019,energy,0.0,0.9718
BEL,CHN,2019,energy,1.5e-05,0.9718
BEL,COL,2019,energy,1.2e-05,0.9718
BEL,DEU,2019,energy,0.035454,0.9718
BEL,DNK,2019,energy,0.001667,0.9718
BEL,EGY,2019,energy,0.000812,0.9718
BEL,ESP,2019,energy,0.005278,0.9718
BEL,FIN,2019,energy,0.011222,0.9718
BEL,FRA,2019,energy,0.039089,0.9718
BEL,GBR,2019,energy,0.050366,0.9718
BEL,HKG,2019,energy,0.0,0.9718
BEL,HUN,2019,energy,2.8e-05,0.9718
BEL,IDN,2019,energy,8e-06,0.9718
BEL,IND,2019,energy,0.001375,0.9718
BEL,ISR,2019,energy,3.7e-05,0.9718
BEL,ITA,2019,energy,0.00261,0.9718
BEL,JPN,2019,energy,3.3e-05,0.9718
BEL,KOR,2019,energy,0.000438,0.9718
BEL,MEX,2019,energy,1e-06,0.9718
BEL,MYS,2019,energy,0.000573,0.9718
BEL,NLD,2019,energy,0.627379,0.9718
BEL,NOR,2019,energy,0.066405,0.9718
BEL,PER,2019,energy,0.000104,0.9718
BEL,PHL,2019,energy,0.0,0.9718
BEL,POL,2019,energy,0.00127,0.9718
BEL,PRT,2019,energy,0.000481,0.9718
BEL,RUS,2019,energy,0.06885,0.9718
BEL,SAU,2019,energy,0.019835,0.9718
BEL,SWE,2019,energy,0.004554,0.9718
BEL,THA,2019,energy,0.0,0.9718
BEL,TUN,2019,energy,2e-06,0.9718
BEL,TUR,2019,energy,0.003967,0.9718
BEL,UKR,2019,energy,6.2e-05,0.9718
BEL,USA,2019,energy,0.021277,0.9718
BEL,VEN,2019,energy,0.001485,0.9718
BEL,VNM,2019,energy,0.0,0.9718
BEL,ZAF,2019,energy,0.000129,0.9718
BEL,TWN,2019,energy,6e-06,0.9718
BEL,ARG,2019,crm,0.003546,0.8783
BEL,AUS,2019,crm,0.003731,0.8783
BEL,BRA,2019,crm,0.023604,0.8783
BEL,CAN,2019,crm,0.033954,0.8783
BEL,CHE,2019,crm,0.00288,0.8783
BEL,CHL,2019,crm,0.004133,0.8783
BEL,CHN,2019,crm,0.012008,0.8783
BEL,COL,2019,crm,0.000371,0.8783
BEL,DEU,2019,crm,0.255929,0.8783
BEL,DNK,2019,crm,0.001972,0.8783
BEL,EGY,2019,crm,0.000389,0.8783
BEL,ESP,2019,crm,0.036959,0.8783
BEL,FIN,2019,crm,0.005507,0.8783
BEL,FRA,2019,crm,0.121657,0.8783
BEL,GBR,2019,crm,0.033126,0.8783
BEL,HKG,2019,crm,0.00037,0.8783
BEL,HUN,2019,crm,0.000686,0.8783
BEL,IDN,2019,crm,0.000196,0.8783
BEL,IND,2019,crm,0.003055,0.8783
BEL,ISR,2019,crm,0.000328,0.8783
BEL,ITA,2019,crm,0.018901,0.8783
BEL,JPN,2019,crm,0.004077,0.8783
BEL,KOR,2019,crm,0.001108,0.8783
BEL,MEX,2019,crm,0.014249,0.8783
BEL,MYS,2019,crm,0.00147,0.8783
BEL,NLD,2019,crm,0.132344,0.8783
BEL,NOR,2019,crm,0.001192,0.8783
BEL,PER,2019,crm,0.005741,0.8783
BEL,PHL,2019,crm,0.000294,0.8783
BEL,POL,2019,crm,0.00773,0.8783
BEL,PRT,2019,crm,0.001546,0.8783
BEL,RUS,2019,crm,0.015145,0.8783
BEL,SAU,2019,crm,0.000725,0.8783
BEL,SWE,2019,crm,0.013649,0.8783
BEL,THA,2019,crm,0.00218,0.8783
BEL,TUN,2019,crm,0.000498,0.8783
BEL,TUR,2019,crm,0.01025,0.8783
BEL,UKR,2019,crm,0.000441,0.8783
BEL,USA,2019,crm,0.055928,0.8783
BEL,VEN,2019,crm,0.00113,0.8783
BEL,VNM,2019,crm,0.001257,0.8783
BEL,ZAF,2019,crm,0.042345,0.8783
BEL,TWN,2019,crm,0.001709,0.8783
BEL,ARG,2021,energy,7.9e-05,0.9473
BEL,AUS,2021,energy,0.003449,0.9473
BEL,BRA,2021,energy,0.00041,0.9473
BEL,CAN,2021,energy,0.000271,0.9473
BEL,CHE,2021,energy,9e-05,0.9473
BEL,CHL,2021,energy,0.0,0.9473
BEL,CHN,2021,energy,0.000452,0.9473
BEL,COL,2021,energy,1.5e-05,0.9473
BEL,DEU,2021,energy,0.031608,0.9473
BEL,DNK,2021,energy,0.000335,0.9473
BEL,EGY,2021,energy,0.000302,0.9473
BEL,ESP,2021,energy,0.006769,0.9473
BEL,FIN,2021,energy,0.004674,0.9473
BEL,FRA,2021,energy,0.048758,0.9473
BEL,GBR,2021,energy,0.062603,0.9473
BEL,HKG,2021,energy,0.0,0.9473
BEL,HUN,2021,energy,9e-06,0.9473
BEL,IDN,2021,energy,0.0,0.9473
BEL,IND,2021,energy,0.001186,0.9473
BEL,ISR,2021,energy,0.000405,0.9473
BEL,ITA,2021,energy,0.002326,0.9473
BEL,JPN,2021,energy,3.2e-05,0.9473
BEL,KOR,2021,energy,0.000807,0.9473
BEL,MEX,2021,energy,0.0,0.9473
